231242	1787796
231248	2600923
231252	2597659
231256	2599304
231260	2604324
231264	2604725
231268	2609103
231272	2611889
231276	2614535
231280	2617857
231284	2621210
231288	2622656
231292	2625319
231296	2624327
231300	2620948
231304	2615515
231308	2610626
231312	2599311
231316	2586494
231320	2565886
231324	2540928
231328	2509744
231332	2479940
231336	2448638
231340	2416042
231344	2381410
231348	2346497
231352	2314002
231356	2281309
231360	2249406
231364	2219155
231368	2191269
231372	2165123
231376	2140717
231380	2118443
231384	2097217
231388	2077250
231392	2058713
231396	2041288
231400	2024774
231404	2009350
231408	1994816
231412	1981335
231416	1968455
231420	1956208
231424	1944581
231428	1933599
231432	1923192
231436	1913285
231440	1904204
231444	1895363
231448	1886987
231452	1879044
231456	1871555
231460	1864439
231464	1857721
231468	1851350
231472	1845499
231476	1839753
231480	1834357
231484	1829189
231488	1824272
231492	1819647
231496	1815261
231500	1811238
231504	1807354
231508	1803641
231512	1800138
231516	1796804
231520	1793652
231524	1790669
231528	1787860
231532	1785295
231536	1782769
231540	1780399
231544	1778099
231548	1775924
231552	1773828
231556	1771898
231560	1770197
231564	1769914
231570	1769914
231574	1769914
231578	1769914
231582	1769914
231586	1769914
231590	1769914
231594	1769914
231598	1769914
231602	1769914
231606	1769914
231610	1769914
231614	1769914
231618	1769914
231622	1769914
231626	1769914
231630	1769914
231634	1769914
231638	1769914
231642	1769914
231646	1769914
231650	1769914
231654	1769914
231658	1769914
231662	1769914
231666	1769914
231670	1769914
231674	1769914
231678	1769914
231682	1769914
231686	1769914
231690	1769914
231694	1769914
231698	1769914
231702	1769914
231706	1769914
231710	1769914
231714	1769914
231718	1769914
231722	1769914
231726	1769914
231730	1769914
231734	1769914
231738	1769914
231742	1769914
231746	1769914
231750	1769914
231754	1769914
231758	1769914
231762	1769914
231766	1769914
231770	1769914
231774	1769914
231778	1769914
231782	1769914
231786	1769914
231790	1769914
231794	1769914
231798	1769914
231802	1769914
231806	1769914
231810	1769914
231814	1769914
231818	1769914
231822	1769914
231826	1769914
231830	1769914
231834	1769914
231838	1769914
231842	1769914
231846	1769914
231850	1769914
231854	1769914
231858	1769914
231862	1769914
231866	1769914
231870	1769914
231874	1769914
231878	1769914
231882	1769914
231886	1769914
231890	1769914
231894	1769914
231898	1769914
231902	1769914
231906	1769914
231910	1769914
231914	1769914
231918	1769914
231922	1769914
231926	1769914
231930	1769914
231934	1769914
231938	1769914
231942	1769914
231946	1769914
231950	1769914
231954	1769914
231958	1769914
231962	1769914
231966	1769914
231970	1769914
231974	1769914
231978	1769914
231982	1769914
231986	1769914
231990	1769914
231994	1769914
231998	1769914
232002	1769914
232006	1769914
232010	1769914
232014	1769914
232018	1769914
232022	1769914
232026	1769914
232030	1769914
232034	1769914
232038	1769914
232042	1769914
232046	1769914
232050	1769914
232054	1769914
232058	1769914
232062	1769914
232066	1769914
232070	1769914
232074	1769914
232078	1769914
232082	1769914
232086	1769914
232090	1769914
232094	1769914
232098	1769914
232102	1769914
232106	1769914
232110	1769914
232114	1769914
232118	1769914
232122	1769914
232126	1769914
232130	1769914
232134	1769914
232138	1769914
232142	1769914
232146	1769914
232150	1769914
232154	1769914
232158	1769914
232162	1769914
232168	1769914
232174	1769914
232180	1769914
232184	1769914
232190	1769914
232194	1769914
232200	1769914
232204	1769914
232208	1769914
232214	1769914
232220	1769914
232224	1769914
232230	1769914
232234	1769914
232238	1769914
232242	1769914
232246	1769914
232250	1769914
232254	1769914
232258	1769914
232262	1769914
232266	1769914
232270	1769914
232274	1769914
232278	1769914
232282	1769914
232286	1769914
232290	1769914
232294	1769914
232298	1769914
232302	1769914
232306	1769914
232310	1769914
232314	1769914
232318	1769914
232322	1769914
232326	1769914
232330	1769914
232334	1769914
232338	1769914
232342	1769914
232346	1769914
232350	1769914
232354	1769914
232358	1769914
232362	1769914
232366	1769914
232370	1769914
232374	1769914
232378	1769914
232382	1769914
232386	1769914
232390	1769914
232394	1769914
232398	1769914
232402	1769914
232406	1769914
232410	1769914
232414	1769914
232418	1769914
232422	1769914
232426	1769914
232430	1769914
232434	1769914
232438	1769914
232442	1769914
232446	1769914
232450	1769914
232454	1769914
232458	1769914
232462	1769914
232466	1769914
232470	1769914
232474	1769914
232478	1769914
232482	1769914
232486	1769914
232490	1769914
232494	1769914
232626	16982451
232630	6892562
232634	4881182
232638	4023937
232642	3550292
232646	3248129
232650	3038769
232654	2887582
232658	2772119
232662	2681541
232666	2607328
232670	2562160
232674	2551597
232678	2543052
232682	2533255
232686	2522032
232690	2510126
232694	2498002
232698	2495596
232704	2495596
232708	2495596
232712	2495596
232716	2495596
232720	2495596
232724	2495596
232728	2495596
232732	2495596
232736	2495596
232740	2495596
232744	2495596
232748	2495596
232752	2495596
232756	2495596
232760	2495596
232764	2495596
232768	2495596
232772	2495596
232776	2495596
232780	2495596
232784	2495596
232788	2495596
