0.042429	0.652386
0.066594	0.607228
0.096564	0.57308
0.128694	0.692337
0.163524	0.668495
0.202134	0.689777
0.239124	0.695028
0.263424	0.63823
0.300009	0.713023
0.332814	0.623624
0.367509	0.709852
0.401394	0.534747
0.431499	0.592358
0.464304	0.705221
0.495624	0.714539
0.530049	0.675991
0.560964	0.632574
0.594309	0.466593
0.629814	0.526364
0.656004	0.675579
0.689349	0.569571
0.720264	0.596246
0.759144	0.516449
0.798024	0.48715
0.837309	0.650077
0.865929	0.48558
0.897519	0.564173
0.929514	0.570407
0.959079	0.445372
0.990264	0.4821
1.037109	0.545217
1.069104	0.493882
1.103529	0.515174
1.137414	0.667967
1.172379	0.561707
1.205859	0.513847
1.238124	0.488981
1.272009	0.573851
1.303329	0.576673
1.341939	0.5706
1.376229	0.512045
1.409304	0.566879
1.444539	0.467184
1.477074	0.536553
1.511094	0.575935
1.539174	0.491646
1.576029	0.547093
1.607889	0.538914
1.638399	0.459327
1.666614	0.575487
1.692939	0.503988
1.728444	0.448184
1.759224	0.464679
1.794594	0.49462
1.822944	0.544195
1.857774	0.481516
1.895844	0.533317
1.926354	0.520184
1.959969	0.469903
1.993989	0.524132
2.028009	0.487277
2.057709	0.54997
2.089704	0.579908
2.120754	0.5696
2.155584	0.511681
2.191089	0.575226
2.220519	0.567999
2.253864	0.501173
2.284779	0.489948
2.316639	0.538306
2.349174	0.558344
2.383599	0.5011
2.415324	0.535726
2.447589	0.564247
2.480259	0.542165
2.512254	0.474582
2.547354	0.541369
2.583534	0.536882
2.621469	0.509344
2.654274	0.508591
2.687754	0.446554
2.716779	0.557743
2.748504	0.572876
2.780499	0.496961
2.810469	0.474708
2.847459	0.523088
2.877699	0.490611
2.908209	0.553727
2.938449	0.55321
2.967474	0.445024
2.992584	0.709624
3.037404	0.460781
3.075339	0.560038
3.107334	0.564381
3.140814	0.471443
3.179019	0.529592
3.213714	0.5108
3.240309	0.509128
3.272844	0.571341
3.307809	0.491222
3.343044	0.503522
3.373554	0.4859
3.410274	0.550214
3.446589	0.477499
3.478044	0.536884
3.508149	0.451807
3.544734	0.554834
3.577809	0.494489
3.608184	0.564657
3.639504	0.45796
3.673389	0.528626
3.707949	0.45838
3.745344	0.55829
3.776529	0.568645
3.801774	0.564304
3.834849	0.542443
3.866169	0.537954
3.899649	0.631155
3.937449	0.516751
3.974844	0.503517
4.035459	0.512904
4.075014	0.528341
4.114434	0.559818
4.152909	0.511147
4.186794	0.529913
4.218924	0.550812
4.246869	0.454121
4.283859	0.449654
4.317744	0.471624
4.355409	0.493292
4.388484	0.533509
4.418859	0.453921
4.452069	0.524511
4.487844	0.468065
4.520649	0.528219
4.549269	0.489338
4.582884	0.535569
4.614204	0.477433
4.644714	0.451895
4.680759	0.555122
4.716399	0.540413
4.750689	0.479739
4.781739	0.461293
4.817514	0.555096
4.848699	0.476788
4.882719	0.57124
4.922409	0.53738
4.960344	0.551871
4.993824	0.508447
5.031759	0.502837
5.067399	0.514377
5.100744	0.525632
5.127879	0.557299
5.164599	0.462204
5.193624	0.448275
5.222649	0.562019
5.250999	0.53554
5.279754	0.531786
5.307834	0.452687
5.344014	0.509195
5.375604	0.489729
5.411379	0.599237
5.444994	0.50719
5.481579	0.56319
5.514249	0.519819
5.542329	0.473032
5.578239	0.526202
5.608344	0.520421
5.643714	0.555879
5.675439	0.5089
5.709594	0.577439
5.745234	0.471687
5.774664	0.462906
5.806524	0.479504
5.842974	0.529092
5.874429	0.467318
5.910744	0.508443
5.944629	0.570558
5.980404	0.572413
6.032109	0.458246
6.064779	0.572362
6.099744	0.556886
6.130524	0.55259
6.160494	0.500265
